x,y,z
271.2917,22.3676,28.6
271.3083,22.3676,28.8
271.325,22.3676,29.4
271.3416,22.3676,30.1
271.3583,22.3676,30.5
271.375,22.3676,30.5
271.3917,22.3676,30.3
271.4083,22.3676,29.9
271.425,22.3676,29.5
271.4417,22.3676,29.1
271.4583,22.3676,28.9
271.475,22.3676,28.6
271.4916,22.3676,28.4
271.5083,22.3676,28.4
271.525,22.3676,28.8
271.5417,22.3676,29.5
271.5583,22.3676,30.0
271.575,22.3676,30.0
271.5916,22.3676,29.6
271.6083,22.3676,29.0
271.625,22.3676,28.4
271.6417,22.3676,28.3
271.6583,22.3676,28.7
271.675,22.3676,29.4
271.6917,22.3676,30.0
271.7083,22.3676,30.1
271.725,22.3676,29.6
271.7416,22.3676,29.1
271.7583,22.3676,29.2
271.775,22.3676,29.9
271.7917,22.3676,31.2
271.8083,22.3676,32.2
271.825,22.3676,32.7
271.8416,22.3676,33.1
271.8583,22.3676,34.0
271.875,22.3676,35.0
271.8917,22.3676,35.9
271.9083,22.3676,36.3
271.925,22.3676,36.5
271.9417,22.3676,36.7
271.9583,22.3676,37.0
271.975,22.3676,37.5
271.9916,22.3676,38.1
272.0083,22.3676,38.3
272.025,22.3676,38.0
272.0417,22.3676,37.6
272.0583,22.3676,37.2
272.075,22.3676,36.7
272.0916,22.3676,35.6
272.1083,22.3676,34.3
272.125,22.3676,33.1
272.1417,22.3676,32.0
272.1583,22.3676,31.0
272.175,22.3676,30.0
272.1917,22.3676,29.1
272.2083,22.3676,28.3
272.225,22.3676,27.6
272.2416,22.3676,27.1
272.2583,22.3676,26.8
272.275,22.3676,25.7
272.2917,22.3676,23.5
272.3083,22.3676,20.8
272.325,22.3676,18.7
272.3416,22.3676,17.3
272.3583,22.3676,16.2
272.375,22.3676,15.5
272.3917,22.3676,15.3
272.4083,22.3676,15.8
272.425,22.3676,16.7
272.4417,22.3676,17.1
272.4583,22.3676,16.6
272.475,22.3676,15.6
272.4916,22.3676,14.6
272.5083,22.3676,13.6
272.525,22.3676,12.4
272.5417,22.3676,10.9
272.5583,22.3676,9.7
272.575,22.3676,9.5
272.5916,22.3676,10.6
272.6083,22.3676,13.2
272.625,22.3676,16.4
272.6417,22.3676,18.6
272.6583,22.3676,18.6
272.675,22.3676,17.2
272.6917,22.3676,15.6
272.7083,22.3676,15.2
272.725,22.3676,16.2
272.7416,22.3676,18.1
272.7583,22.3676,20.6
272.775,22.3676,24.0
272.7917,22.3676,28.8
272.8083,22.3676,34.3
272.825,22.3676,39.9
272.8416,22.3676,45.2
272.8583,22.3676,50.2
272.875,22.3676,54.0
272.8917,22.3676,56.0
272.9083,22.3676,56.7
272.925,22.3676,56.9
272.9417,22.3676,57.0
272.9583,22.3676,56.9
272.975,22.3676,56.1
272.9916,22.3676,54.2
273.0083,22.3676,50.9
273.025,22.3676,47.0
273.0417,22.3676,43.4
273.0583,22.3676,40.8
273.075,22.3676,38.9
273.0916,22.3676,37.1
273.1083,22.3676,35.6
273.125,22.3676,34.7
273.1417,22.3676,34.3
273.1583,22.3676,34.2
273.175,22.3676,34.9
273.1917,22.3676,36.6
273.2083,22.3676,38.2
273.225,22.3676,38.8
273.2416,22.3676,39.2
273.2583,22.3676,40.5
273.275,22.3676,42.6
273.2917,22.3676,44.9
273.3083,22.3676,46.9
273.325,22.3676,48.9
273.3416,22.3676,51.4
273.3583,22.3676,54.4
273.375,22.3676,56.6
273.3917,22.3676,57.7
273.4083,22.3676,59.5
273.425,22.3676,62.9
273.4417,22.3676,66.3
273.4583,22.3676,67.4
273.475,22.3676,67.0
273.4916,22.3676,66.7
273.5083,22.3676,66.8
273.525,22.3676,66.5
273.5417,22.3676,65.2
273.5583,22.3676,63.1
273.575,22.3676,60.5
273.5916,22.3676,58.0
273.6083,22.3676,55.4
273.625,22.3676,52.6
273.6417,22.3676,50.0
273.6583,22.3676,47.8
273.675,22.3676,44.9
273.6917,22.3676,40.6
273.7083,22.3676,35.4
273.725,22.3676,30.9
273.7416,22.3676,27.0
273.7583,22.3676,23.6
273.775,22.3676,20.6
273.7917,22.3676,18.0
273.8083,22.3676,15.8
273.825,22.3676,14.0
273.8416,22.3676,12.5
273.8583,22.3676,11.3
273.875,22.3676,10.2
273.8917,22.3676,9.0
273.9083,22.3676,7.8
273.925,22.3676,7.0
273.9417,22.3676,6.6
273.9583,22.3676,7.2
273.975,22.3676,9.4
273.9916,22.3676,12.6
274.0083,22.3676,15.5
274.025,22.3676,16.9
274.0417,22.3676,17.1
274.0583,22.3676,17.1
274.075,22.3676,17.4
274.0916,22.3676,17.7
274.1083,22.3676,18.2
274.125,22.3676,18.6
274.1417,22.3676,18.8
274.1583,22.3676,18.5
274.175,22.3676,17.8
274.1917,22.3676,17.0
274.2083,22.3676,16.3
274.225,22.3676,15.6
274.2416,22.3676,15.3
274.2583,22.3676,15.2
274.275,22.3676,15.0
274.2917,22.3676,14.8
274.3083,22.3676,14.8
274.325,22.3676,15.1
274.3416,22.3676,15.1
274.3583,22.3676,14.0
274.375,22.3676,11.9
274.3917,22.3676,9.3
274.4083,22.3676,6.2
274.425,22.3676,2.8
274.4417,22.3676,-0.9
274.4583,22.3676,-5.0
274.475,22.3676,-9.5
274.4916,22.3676,-14.7
274.5083,22.3676,-20.6
274.525,22.3676,-26.7
274.5417,22.3676,-32.5
274.5583,22.3676,-37.4
274.575,22.3676,-41.5
274.5916,22.3676,-44.8
274.6083,22.3676,-47.2
274.625,22.3676,-48.8
274.6417,22.3676,-49.9
274.6583,22.3676,-50.5
274.675,22.3676,-50.3
274.6917,22.3676,-49.3
274.7083,22.3676,-48.1
274.725,22.3676,-47.5
274.7416,22.3676,-47.3
274.7583,22.3676,-47.3
274.775,22.3676,-48.5
274.7917,22.3676,-51.1
274.8083,22.3676,-53.9
274.825,22.3676,-55.3
274.8416,22.3676,-55.6
274.8583,22.3676,-55.8
274.875,22.3676,-56.5
274.8917,22.3676,-57.5
274.9083,22.3676,-58.6
274.925,22.3676,-59.4
274.9417,22.3676,-59.3
274.9583,22.3676,-58.4
274.975,22.3676,-57.6
274.9916,22.3676,-57.7
275.0083,22.3676,-58.0
275.025,22.3676,-57.4
275.0417,22.3676,-55.8
275.0583,22.3676,-53.9
275.075,22.3676,-52.4
275.0916,22.3676,-51.1
275.1083,22.3676,-48.8
275.125,22.3676,-44.6
275.1417,22.3676,-39.3
275.1583,22.3676,-34.6
275.175,22.3676,-30.6
275.1917,22.3676,-26.9
275.2083,22.3676,-22.9
275.225,22.3676,-18.5
275.2416,22.3676,-13.7
275.2583,22.3676,-8.5
275.275,22.3676,-2.7
275.2917,22.3676,3.5
275.3083,22.3676,9.8
275.325,22.3676,15.6
275.3416,22.3676,21.3
275.3583,22.3676,27.5
275.375,22.3676,33.6
275.3917,22.3676,38.8
275.4083,22.3676,42.4
275.425,22.3676,44.2
275.4417,22.3676,45.1
275.4583,22.3676,45.6
275.475,22.3676,45.9
275.4916,22.3676,46.2
275.5083,22.3676,47.5
275.525,22.3676,50.5
275.5417,22.3676,55.2
275.5583,22.3676,59.9
275.575,22.3676,62.5
275.5916,22.3676,61.5
275.6083,22.3676,57.8
275.625,22.3676,54.2
275.6417,22.3676,52.6
275.6583,22.3676,53.0
275.675,22.3676,53.8
275.6917,22.3676,54.4
275.7083,22.3676,54.7
275.725,22.3676,54.9
275.7416,22.3676,55.1
275.7583,22.3676,55.3
275.775,22.3676,55.5
275.7917,22.3676,55.6
275.8083,22.3676,55.4
275.825,22.3676,54.9
275.8416,22.3676,54.0
275.8583,22.3676,52.9
275.875,22.3676,51.6
275.8917,22.3676,50.3
275.9083,22.3676,49.1
275.925,22.3676,48.2
275.9417,22.3676,47.5
275.9583,22.3676,47.2
275.975,22.3676,47.2
275.9916,22.3676,47.4
276.0083,22.3676,47.7
268.0083,22.3522,-65.9
268.025,22.3522,-64.3
268.0417,22.3522,-61.9
268.0583,22.3522,-57.9
268.075,22.3522,-52.3
268.0916,22.3522,-45.3
268.1083,22.3522,-36.9
268.125,22.3522,-27.9
268.1417,22.3522,-18.9
268.1583,22.3522,-10.6
268.175,22.3522,-2.8
268.1917,22.3522,4.4
268.2083,22.3522,10.6
268.225,22.3522,15.4
268.2416,22.3522,19.2
268.2583,22.3522,22.7
268.275,22.3522,25.9
268.2917,22.3522,28.3
268.3083,22.3522,30.1
268.325,22.3522,31.6
268.3416,22.3522,32.8
268.3583,22.3522,33.9
268.375,22.3522,34.7
268.3917,22.3522,35.3
268.4083,22.3522,35.9
268.425,22.3522,36.7
268.4417,22.3522,37.6
268.4583,22.3522,38.0
268.475,22.3522,37.9
268.4916,22.3522,37.1
268.5083,22.3522,36.4
268.525,22.3522,35.8
268.5417,22.3522,35.5
268.5583,22.3522,35.0
268.575,22.3522,34.3
268.5916,22.3522,33.4
268.6083,22.3522,32.4
268.625,22.3522,31.4
268.6417,22.3522,30.3
268.6583,22.3522,29.1
268.675,22.3522,28.1
268.6917,22.3522,27.6
268.7083,22.3522,27.7
268.725,22.3522,28.1
268.7416,22.3522,28.1
268.7583,22.3522,27.4
268.775,22.3522,26.7
268.7917,22.3522,26.7
268.8083,22.3522,27.4
268.825,22.3522,28.5
268.8416,22.3522,30.1
268.8583,22.3522,32.2
268.875,22.3522,34.7
268.8917,22.3522,37.4
268.9083,22.3522,39.7
268.925,22.3522,41.0
268.9417,22.3522,41.4
268.9583,22.3522,40.7
268.975,22.3522,39.5
268.9916,22.3522,38.3
269.0083,22.3522,37.4
269.025,22.3522,36.8
269.0417,22.3522,36.2
269.0583,22.3522,35.4
269.075,22.3522,34.0
269.0916,22.3522,32.3
269.1083,22.3522,31.2
269.125,22.3522,31.0
269.1417,22.3522,31.9
269.1583,22.3522,33.5
269.175,22.3522,35.3
269.1917,22.3522,37.1
269.2083,22.3522,38.6
269.225,22.3522,39.7
269.2416,22.3522,40.7
269.2583,22.3522,42.1
269.275,22.3522,43.8
269.2917,22.3522,45.6
269.3083,22.3522,47.5
269.325,22.3522,48.9
269.3416,22.3522,49.4
269.3583,22.3522,49.3
269.375,22.3522,49.4
269.3917,22.3522,50.3
269.4083,22.3522,51.0
269.425,22.3522,50.5
269.4417,22.3522,49.3
269.4583,22.3522,48.3
269.475,22.3522,47.9
269.4916,22.3522,47.9
269.5083,22.3522,47.9
269.525,22.3522,47.7
269.5417,22.3522,47.5
269.5583,22.3522,47.1
269.575,22.3522,46.5
269.5916,22.3522,45.4
269.6083,22.3522,44.2
269.625,22.3522,43.2
269.6417,22.3522,42.9
269.6583,22.3522,43.6
269.675,22.3522,44.7
269.6917,22.3522,45.6
269.7083,22.3522,46.1
269.725,22.3522,45.8
269.7416,22.3522,44.6
269.7583,22.3522,42.8
269.775,22.3522,41.0
269.7917,22.3522,39.8
269.8083,22.3522,38.6
269.825,22.3522,37.0
269.8416,22.3522,35.3
269.8583,22.3522,34.0
269.875,22.3522,33.0
269.8917,22.3522,32.3
269.9083,22.3522,31.9
269.925,22.3522,32.3
269.9417,22.3522,32.9
269.9583,22.3522,33.3
269.975,22.3522,33.1
269.9916,22.3522,32.5
270.0083,22.3522,31.8
270.025,22.3522,31.3
270.0417,22.3522,31.1
270.0583,22.3522,31.1
270.075,22.3522,30.8
270.0916,22.3522,30.3
270.1083,22.3522,29.8
270.125,22.3522,29.5
270.1417,22.3522,29.3
270.1583,22.3522,28.9
270.175,22.3522,28.6
270.1917,22.3522,28.9
270.2083,22.3522,30.2
270.225,22.3522,32.0
270.2416,22.3522,33.5
270.2583,22.3522,33.8
270.275,22.3522,32.7
270.2917,22.3522,30.7
270.3083,22.3522,29.3
270.325,22.3522,29.4
270.3416,22.3522,30.3
270.3583,22.3522,30.8
270.375,22.3522,30.3
270.3917,22.3522,29.0
270.4083,22.3522,28.1
270.425,22.3522,28.0
270.4417,22.3522,28.1
270.4583,22.3522,27.6
270.475,22.3522,26.8
270.4916,22.3522,26.4
270.5083,22.3522,26.2
270.525,22.3522,25.7
270.5417,22.3522,24.9
270.5583,22.3522,24.1
270.575,22.3522,23.7
270.5916,22.3522,23.8
270.6083,22.3522,24.1
270.625,22.3522,24.2
270.6417,22.3522,24.1
270.6583,22.3522,23.8
270.675,22.3522,23.0
270.6917,22.3522,21.6
270.7083,22.3522,20.0
270.725,22.3522,19.1
270.7416,22.3522,18.9
270.7583,22.3522,19.1
270.775,22.3522,19.2
270.7917,22.3522,18.9
270.8083,22.3522,18.3
270.825,22.3522,17.8
270.8416,22.3522,17.8
270.8583,22.3522,18.1
270.875,22.3522,17.9
270.8917,22.3522,17.0
270.9083,22.3522,16.0
270.925,22.3522,15.4
270.9417,22.3522,14.9
270.9583,22.3522,14.0
270.975,22.3522,13.2
270.9916,22.3522,13.0
271.0083,22.3522,13.6
271.025,22.3522,14.6
271.0417,22.3522,16.5
271.0583,22.3522,19.3
271.075,22.3522,22.3
271.0916,22.3522,24.7
271.1083,22.3522,26.3
271.125,22.3522,27.6
271.1417,22.3522,29.0
271.1583,22.3522,30.3
271.175,22.3522,31.0
271.1917,22.3522,30.5
271.2083,22.3522,29.2
271.225,22.3522,27.9
271.2416,22.3522,27.2
271.2583,22.3522,27.4
271.275,22.3522,27.9
271.2917,22.3522,28.2
271.3083,22.3522,28.5
271.325,22.3522,29.2
271.3416,22.3522,30.0
271.3583,22.3522,30.5
271.375,22.3522,30.5
271.3917,22.3522,30.4
271.4083,22.3522,30.1
271.425,22.3522,29.7
271.4417,22.3522,29.3
271.4583,22.3522,28.9
271.475,22.3522,28.4
271.4916,22.3522,27.9
271.5083,22.3522,27.8
271.525,22.3522,28.4
271.5417,22.3522,29.2
271.5583,22.3522,29.7
271.575,22.3522,29.6
271.5916,22.3522,29.2
271.6083,22.3522,28.6
271.625,22.3522,28.2
271.6417,22.3522,28.2
271.6583,22.3522,28.7
271.675,22.3522,29.3
271.6917,22.3522,29.9
271.7083,22.3522,30.1
271.725,22.3522,29.8
271.7416,22.3522,29.5
271.7583,22.3522,29.7
271.775,22.3522,30.4
271.7917,22.3522,31.5
271.8083,22.3522,32.3
271.825,22.3522,32.9
271.8416,22.3522,33.5
271.8583,22.3522,34.5
271.875,22.3522,35.7
271.8917,22.3522,36.5
271.9083,22.3522,36.8
271.925,22.3522,36.8
271.9417,22.3522,37.0
271.9583,22.3522,37.5
271.975,22.3522,38.0
271.9916,22.3522,38.2
272.0083,22.3522,38.0
272.025,22.3522,37.7
272.0417,22.3522,37.5
272.0583,22.3522,37.3
272.075,22.3522,36.7
272.0916,22.3522,35.6
272.1083,22.3522,34.3
272.125,22.3522,33.3
272.1417,22.3522,32.4
272.1583,22.3522,31.6
272.175,22.3522,30.6
272.1917,22.3522,29.7
272.2083,22.3522,28.7
272.225,22.3522,28.0
272.2416,22.3522,27.5
272.2583,22.3522,27.1
272.275,22.3522,26.0
272.2917,22.3522,23.7
272.3083,22.3522,21.0
272.325,22.3522,18.9
272.3416,22.3522,17.7
272.3583,22.3522,17.0
272.375,22.3522,16.4
272.3917,22.3522,15.8
272.4083,22.3522,15.8
272.425,22.3522,16.3
272.4417,22.3522,16.5
272.4583,22.3522,15.9
272.475,22.3522,14.8
272.4916,22.3522,13.7
272.5083,22.3522,12.6
272.525,22.3522,11.1
272.5417,22.3522,9.5
272.5583,22.3522,8.1
272.575,22.3522,7.9
272.5916,22.3522,9.1
272.6083,22.3522,11.8
272.625,22.3522,15.1
272.6417,22.3522,17.3
272.6583,22.3522,17.6
272.675,22.3522,16.3
272.6917,22.3522,14.7
272.7083,22.3522,14.2
272.725,22.3522,15.1
272.7416,22.3522,17.0
272.7583,22.3522,19.2
272.775,22.3522,22.0
272.7917,22.3522,26.0
272.8083,22.3522,30.9
272.825,22.3522,36.4
272.8416,22.3522,41.9
272.8583,22.3522,46.8
272.875,22.3522,50.6
272.8917,22.3522,52.9
272.9083,22.3522,54.2
272.925,22.3522,55.2
272.9417,22.3522,56.1
272.9583,22.3522,56.5
272.975,22.3522,56.1
272.9916,22.3522,54.6
273.0083,22.3522,51.7
273.025,22.3522,48.0
273.0417,22.3522,44.6
273.0583,22.3522,42.1
273.075,22.3522,40.2
273.0916,22.3522,38.4
273.1083,22.3522,36.8
273.125,22.3522,35.7
273.1417,22.3522,35.2
273.1583,22.3522,35.2
273.175,22.3522,36.1
273.1917,22.3522,37.9
273.2083,22.3522,39.7
273.225,22.3522,40.7
273.2416,22.3522,41.5
273.2583,22.3522,43.2
273.275,22.3522,45.6
273.2917,22.3522,47.9
273.3083,22.3522,49.6
273.325,22.3522,50.9
273.3416,22.3522,52.7
273.3583,22.3522,55.2
273.375,22.3522,57.3
273.3917,22.3522,58.3
273.4083,22.3522,59.8
273.425,22.3522,62.9
273.4417,22.3522,66.2
273.4583,22.3522,67.9
273.475,22.3522,68.4
273.4916,22.3522,68.8
273.5083,22.3522,69.0
273.525,22.3522,68.3
273.5417,22.3522,66.3
273.5583,22.3522,63.5
273.575,22.3522,60.6
273.5916,22.3522,58.1
273.6083,22.3522,55.7
273.625,22.3522,53.2
273.6417,22.3522,50.9
273.6583,22.3522,48.8
273.675,22.3522,46.3
273.6917,22.3522,42.5
273.7083,22.3522,38.0
273.725,22.3522,33.6
273.7416,22.3522,29.8
273.7583,22.3522,26.6
273.775,22.3522,23.6
273.7917,22.3522,20.9
273.8083,22.3522,18.3
273.825,22.3522,16.0
273.8416,22.3522,13.9
273.8583,22.3522,11.9
273.875,22.3522,10.0
273.8917,22.3522,8.3
273.9083,22.3522,6.8
273.925,22.3522,5.5
273.9417,22.3522,4.9
273.9583,22.3522,5.5
273.975,22.3522,7.8
273.9916,22.3522,11.3
274.0083,22.3522,14.4
274.025,22.3522,15.8
274.0417,22.3522,16.0
274.0583,22.3522,16.0
274.075,22.3522,16.1
274.0916,22.3522,16.1
274.1083,22.3522,16.4
274.125,22.3522,17.2
274.1417,22.3522,17.8
274.1583,22.3522,17.5
274.175,22.3522,16.5
274.1917,22.3522,15.2
274.2083,22.3522,14.0
274.225,22.3522,13.1
274.2416,22.3522,12.6
274.2583,22.3522,12.3
274.275,22.3522,12.0
274.2917,22.3522,11.7
274.3083,22.3522,11.7
274.325,22.3522,11.8
274.3416,22.3522,11.4
274.3583,22.3522,10.0
274.375,22.3522,7.8
274.3917,22.3522,5.0
274.4083,22.3522,1.9
274.425,22.3522,-1.7
274.4417,22.3522,-5.6
274.4583,22.3522,-9.7
274.475,22.3522,-13.8
274.4916,22.3522,-18.3
274.5083,22.3522,-23.1
274.525,22.3522,-28.1
274.5417,22.3522,-33.2
274.5583,22.3522,-37.9
274.575,22.3522,-42.1
274.5916,22.3522,-45.4
274.6083,22.3522,-47.7
274.625,22.3522,-49.0
274.6417,22.3522,-49.8
274.6583,22.3522,-50.2
274.675,22.3522,-50.0
274.6917,22.3522,-49.2
274.7083,22.3522,-48.4
274.725,22.3522,-48.5
274.7416,22.3522,-48.7
274.7583,22.3522,-48.8
274.775,22.3522,-49.5
274.7917,22.3522,-51.4
274.8083,22.3522,-53.8
274.825,22.3522,-55.5
274.8416,22.3522,-56.3
274.8583,22.3522,-56.6
274.875,22.3522,-57.4
274.8917,22.3522,-58.6
274.9083,22.3522,-59.7
274.925,22.3522,-60.2
274.9417,22.3522,-59.7
274.9583,22.3522,-58.5
274.975,22.3522,-57.3
274.9916,22.3522,-56.7
275.0083,22.3522,-56.5
275.025,22.3522,-56.3
275.0417,22.3522,-55.4
275.0583,22.3522,-53.6
275.075,22.3522,-51.7
275.0916,22.3522,-49.9
275.1083,22.3522,-47.1
275.125,22.3522,-42.7
275.1417,22.3522,-37.5
275.1583,22.3522,-32.7
275.175,22.3522,-28.4
275.1917,22.3522,-24.0
275.2083,22.3522,-19.2
275.225,22.3522,-14.0
275.2416,22.3522,-8.8
275.2583,22.3522,-3.6
275.275,22.3522,2.2
275.2917,22.3522,8.7
275.3083,22.3522,15.1
275.325,22.3522,20.6
275.3416,22.3522,25.5
275.3583,22.3522,30.5
275.375,22.3522,35.6
275.3917,22.3522,40.0
275.4083,22.3522,43.0
275.425,22.3522,44.6
275.4417,22.3522,45.1
275.4583,22.3522,45.3
275.475,22.3522,45.1
275.4916,22.3522,44.9
275.5083,22.3522,46.1
275.525,22.3522,49.9
275.5417,22.3522,56.2
275.5583,22.3522,62.6
275.575,22.3522,65.8
275.5916,22.3522,64.3
275.6083,22.3522,59.9
275.625,22.3522,56.1
275.6417,22.3522,54.2
275.6583,22.3522,53.8
275.675,22.3522,53.7
275.6917,22.3522,53.5
275.7083,22.3522,53.2
275.725,22.3522,53.0
275.7416,22.3522,53.0
275.7583,22.3522,53.1
275.775,22.3522,53.2
275.7917,22.3522,53.2
275.8083,22.3522,52.9
275.825,22.3522,52.3
275.8416,22.3522,51.3
275.8583,22.3522,50.1
275.875,22.3522,48.7
275.8917,22.3522,47.4
275.9083,22.3522,46.3
275.925,22.3522,45.4
275.9417,22.3522,45.0
275.9583,22.3522,44.9
275.975,22.3522,45.2
275.9916,22.3522,45.6
276.0083,22.3522,46.0
268.0083,22.3368,-61.8
268.025,22.3368,-60.6
268.0417,22.3368,-59.2
268.0583,22.3368,-56.5
268.075,22.3368,-52.0
268.0916,22.3368,-46.0
268.1083,22.3368,-38.5
268.125,22.3368,-30.3
268.1417,22.3368,-21.7
268.1583,22.3368,-13.2
268.175,22.3368,-4.5
268.1917,22.3368,3.8
268.2083,22.3368,11.2
268.225,22.3368,17.2
268.2416,22.3368,22.2
268.2583,22.3368,26.7
268.275,22.3368,30.6
268.2917,22.3368,33.5
268.3083,22.3368,35.5
268.325,22.3368,36.9
268.3416,22.3368,38.0
268.3583,22.3368,38.7
268.375,22.3368,39.0
268.3917,22.3368,38.8
268.4083,22.3368,38.8
268.425,22.3368,39.3
268.4417,22.3368,40.0
268.4583,22.3368,40.0
268.475,22.3368,39.4
268.4916,22.3368,38.4
268.5083,22.3368,37.4
268.525,22.3368,36.6
268.5417,22.3368,36.1
268.5583,22.3368,35.8
268.575,22.3368,35.1
268.5916,22.3368,34.1
268.6083,22.3368,32.9
268.625,22.3368,31.7
268.6417,22.3368,30.6
268.6583,22.3368,29.4
268.675,22.3368,28.3
268.6917,22.3368,27.7
268.7083,22.3368,27.5
268.725,22.3368,27.6
268.7416,22.3368,27.5
268.7583,22.3368,27.1
268.775,22.3368,26.6
268.7917,22.3368,26.6
268.8083,22.3368,27.2
268.825,22.3368,28.1
268.8416,22.3368,29.5
268.8583,22.3368,31.5
268.875,22.3368,33.9
268.8917,22.3368,36.5
268.9083,22.3368,38.7
268.925,22.3368,40.2
268.9417,22.3368,40.7
268.9583,22.3368,40.3
268.975,22.3368,39.5
268.9916,22.3368,38.6
269.0083,22.3368,37.7
269.025,22.3368,36.7
269.0417,22.3368,35.7
269.0583,22.3368,34.7
269.075,22.3368,33.6
269.0916,22.3368,32.2
269.1083,22.3368,31.1
269.125,22.3368,30.7
269.1417,22.3368,31.4
269.1583,22.3368,33.1
269.175,22.3368,35.3
269.1917,22.3368,37.5
269.2083,22.3368,39.2
269.225,22.3368,40.4
269.2416,22.3368,41.5
269.2583,22.3368,42.9
269.275,22.3368,44.6
269.2917,22.3368,46.6
269.3083,22.3368,48.7
269.325,22.3368,50.4
269.3416,22.3368,51.3
269.3583,22.3368,51.3
269.375,22.3368,51.6
269.3917,22.3368,52.6
269.4083,22.3368,53.2
269.425,22.3368,52.5
269.4417,22.3368,51.0
269.4583,22.3368,49.7
269.475,22.3368,49.1
269.4916,22.3368,48.9
269.5083,22.3368,48.6
269.525,22.3368,48.3
269.5417,22.3368,48.0
269.5583,22.3368,47.7
269.575,22.3368,47.1
269.5916,22.3368,46.1
269.6083,22.3368,45.0
269.625,22.3368,44.3
269.6417,22.3368,44.4
269.6583,22.3368,45.2
269.675,22.3368,46.3
269.6917,22.3368,47.3
269.7083,22.3368,47.9
269.725,22.3368,47.8
269.7416,22.3368,46.5
269.7583,22.3368,44.5
269.775,22.3368,42.5
269.7917,22.3368,41.3
269.8083,22.3368,40.1
269.825,22.3368,38.2
269.8416,22.3368,36.2
269.8583,22.3368,34.7
269.875,22.3368,33.7
269.8917,22.3368,32.7
269.9083,22.3368,32.1
269.925,22.3368,32.3
269.9417,22.3368,33.0
269.9583,22.3368,33.5
269.975,22.3368,33.3
269.9916,22.3368,32.6
270.0083,22.3368,31.7
270.025,22.3368,31.1
270.0417,22.3368,30.8
270.0583,22.3368,30.6
270.075,22.3368,30.3
270.0916,22.3368,29.6
270.1083,22.3368,29.2
270.125,22.3368,29.3
270.1417,22.3368,29.4
270.1583,22.3368,29.3
270.175,22.3368,29.1
270.1917,22.3368,29.4
270.2083,22.3368,30.4
270.225,22.3368,31.9
270.2416,22.3368,33.3
270.2583,22.3368,33.9
270.275,22.3368,33.6
270.2917,22.3368,33.1
270.3083,22.3368,33.0
270.325,22.3368,33.6
270.3416,22.3368,33.9
270.3583,22.3368,33.1
270.375,22.3368,31.2
270.3917,22.3368,29.2
270.4083,22.3368,27.9
270.425,22.3368,27.6
270.4417,22.3368,27.6
270.4583,22.3368,27.2
270.475,22.3368,26.6
270.4916,22.3368,26.0
270.5083,22.3368,25.4
270.525,22.3368,24.5
270.5417,22.3368,23.4
270.5583,22.3368,22.6
270.575,22.3368,22.4
270.5916,22.3368,22.7
270.6083,22.3368,22.9
270.625,22.3368,22.8
270.6417,22.3368,22.4
270.6583,22.3368,21.9
270.675,22.3368,21.0
270.6917,22.3368,19.6
270.7083,22.3368,18.3
270.725,22.3368,17.7
270.7416,22.3368,17.9
270.7583,22.3368,18.3
270.775,22.3368,18.4
270.7917,22.3368,18.2
270.8083,22.3368,17.7
270.825,22.3368,17.2
270.8416,22.3368,17.1
270.8583,22.3368,17.3
270.875,22.3368,16.9
270.8917,22.3368,15.9
270.9083,22.3368,14.9
270.925,22.3368,14.6
270.9417,22.3368,14.4
270.9583,22.3368,13.6
270.975,22.3368,12.7
270.9916,22.3368,12.4
271.0083,22.3368,12.9
271.025,22.3368,13.9
271.0417,22.3368,15.6
271.0583,22.3368,18.3
271.075,22.3368,21.2
271.0916,22.3368,23.5
271.1083,22.3368,25.3
271.125,22.3368,26.8
271.1417,22.3368,28.5
271.1583,22.3368,30.0
271.175,22.3368,30.8
271.1917,22.3368,30.3
271.2083,22.3368,28.8
271.225,22.3368,27.2
271.2416,22.3368,26.4
271.2583,22.3368,26.7
271.275,22.3368,27.4
271.2917,22.3368,27.8
271.3083,22.3368,28.2
271.325,22.3368,28.9
271.3416,22.3368,29.8
271.3583,22.3368,30.3
271.375,22.3368,30.5
271.3917,22.3368,30.4
271.4083,22.3368,30.2
271.425,22.3368,29.9
271.4417,22.3368,29.6
271.4583,22.3368,28.9
271.475,22.3368,28.2
271.4916,22.3368,27.6
271.5083,22.3368,27.6
271.525,22.3368,28.2
271.5417,22.3368,29.0
271.5583,22.3368,29.4
271.575,22.3368,29.4
271.5916,22.3368,29.0
271.6083,22.3368,28.5
271.625,22.3368,28.1
271.6417,22.3368,28.1
271.6583,22.3368,28.5
271.675,22.3368,29.1
271.6917,22.3368,29.6
271.7083,22.3368,29.9
271.725,22.3368,30.0
271.7416,22.3368,30.0
271.7583,22.3368,30.4
271.775,22.3368,31.0
271.7917,22.3368,31.7
271.8083,22.3368,32.3
271.825,22.3368,32.9
271.8416,22.3368,33.7
271.8583,22.3368,34.9
271.875,22.3368,36.2
271.8917,22.3368,37.0
271.9083,22.3368,37.1
271.925,22.3368,36.9
271.9417,22.3368,37.0
271.9583,22.3368,37.7
271.975,22.3368,38.2
271.9916,22.3368,38.0
272.0083,22.3368,37.4
272.025,22.3368,37.1
272.0417,22.3368,37.2
272.0583,22.3368,37.2
272.075,22.3368,36.8
272.0916,22.3368,35.8
272.1083,22.3368,34.5
272.125,22.3368,33.5
272.1417,22.3368,32.9
