x,y,z
273.075,20.5061,62.8
273.0916,20.5061,68.2
273.1083,20.5061,72.2
273.125,20.5061,74.6
273.1417,20.5061,75.7
273.1583,20.5061,76.2
273.175,20.5061,76.4
273.1917,20.5061,76.4
273.2083,20.5061,75.9
273.225,20.5061,73.0
273.2416,20.5061,64.7
273.2583,20.5061,49.9
273.275,20.5061,32.9
273.2917,20.5061,19.3
273.3083,20.5061,11.5
273.325,20.5061,8.5
273.3416,20.5061,6.8
273.3583,20.5061,3.9
273.375,20.5061,-1.2
273.3917,20.5061,-8.0
273.4083,20.5061,-16.3
273.425,20.5061,-25.4
273.4417,20.5061,-34.6
273.4583,20.5061,-42.8
273.475,20.5061,-49.1
273.4916,20.5061,-53.3
273.5083,20.5061,-55.7
273.525,20.5061,-56.6
273.5417,20.5061,-56.4
273.5583,20.5061,-55.1
273.575,20.5061,-53.1
273.5916,20.5061,-50.8
273.6083,20.5061,-48.8
273.625,20.5061,-47.2
273.6417,20.5061,-45.3
273.6583,20.5061,-42.9
273.675,20.5061,-40.0
273.6917,20.5061,-36.7
273.7083,20.5061,-31.8
273.725,20.5061,-24.6
273.7416,20.5061,-14.7
273.7583,20.5061,-2.3
273.775,20.5061,12.2
273.7917,20.5061,26.8
273.8083,20.5061,38.1
273.825,20.5061,42.5
273.8416,20.5061,38.6
273.8583,20.5061,27.2
273.875,20.5061,11.2
273.8917,20.5061,-5.5
273.9083,20.5061,-20.2
273.925,20.5061,-30.9
273.9417,20.5061,-38.0
273.9583,20.5061,-41.9
273.975,20.5061,-43.4
273.9916,20.5061,-43.4
274.0083,20.5061,-43.4
274.025,20.5061,-44.6
274.0417,20.5061,-46.8
274.0583,20.5061,-49.5
274.075,20.5061,-52.3
274.0916,20.5061,-55.2
274.1083,20.5061,-58.0
274.125,20.5061,-60.9
274.1417,20.5061,-63.2
274.1583,20.5061,-64.5
274.175,20.5061,-64.4
274.1917,20.5061,-62.9
274.2083,20.5061,-60.3
274.225,20.5061,-57.0
274.2416,20.5061,-53.4
274.2583,20.5061,-49.4
274.275,20.5061,-45.0
274.2917,20.5061,-40.5
274.3083,20.5061,-36.2
274.325,20.5061,-32.4
274.3416,20.5061,-29.0
274.3583,20.5061,-26.0
274.375,20.5061,-23.2
274.3917,20.5061,-20.7
274.4083,20.5061,-18.4
274.425,20.5061,-16.4
274.4417,20.5061,-14.4
274.4583,20.5061,-12.6
274.475,20.5061,-11.1
274.4916,20.5061,-9.7
274.5083,20.5061,-8.4
274.525,20.5061,-6.9
274.5417,20.5061,-5.2
274.5583,20.5061,-3.3
274.575,20.5061,-1.8
274.5916,20.5061,-0.6
274.6083,20.5061,0.5
274.625,20.5061,1.6
274.6417,20.5061,2.0
274.6583,20.5061,1.4
274.675,20.5061,0.7
274.6917,20.5061,0.9
274.7083,20.5061,1.6
274.725,20.5061,2.3
274.7416,20.5061,3.1
274.7583,20.5061,4.1
274.775,20.5061,5.2
274.7917,20.5061,6.0
274.8083,20.5061,6.6
274.825,20.5061,7.2
274.8416,20.5061,7.9
274.8583,20.5061,8.9
274.875,20.5061,10.0
274.8917,20.5061,11.1
274.9083,20.5061,12.0
274.925,20.5061,12.6
274.9417,20.5061,13.2
274.9583,20.5061,13.8
274.975,20.5061,14.4
274.9916,20.5061,14.8
275.0083,20.5061,15.3
275.025,20.5061,16.1
275.0417,20.5061,17.0
275.0583,20.5061,17.9
275.075,20.5061,18.7
275.0916,20.5061,19.6
275.1083,20.5061,20.4
275.125,20.5061,21.0
275.1417,20.5061,21.6
275.1583,20.5061,22.2
275.175,20.5061,22.7
275.1917,20.5061,22.7
275.2083,20.5061,22.8
275.225,20.5061,23.0
275.2416,20.5061,23.3
275.2583,20.5061,23.4
275.275,20.5061,23.6
275.2917,20.5061,24.3
275.3083,20.5061,24.4
275.325,20.5061,23.2
275.3416,20.5061,21.7
275.3583,20.5061,21.2
275.375,20.5061,21.3
275.3917,20.5061,21.4
275.4083,20.5061,21.1
275.425,20.5061,20.3
275.4417,20.5061,19.0
275.4583,20.5061,17.5
275.475,20.5061,16.3
275.4916,20.5061,15.9
275.5083,20.5061,16.0
275.525,20.5061,15.9
275.5417,20.5061,14.9
275.5583,20.5061,12.8
275.575,20.5061,10.5
275.5916,20.5061,8.9
275.6083,20.5061,7.7
275.625,20.5061,6.5
275.6417,20.5061,5.3
275.6583,20.5061,4.3
275.675,20.5061,3.0
275.6917,20.5061,1.5
275.7083,20.5061,-0.1
275.725,20.5061,-1.4
275.7416,20.5061,-2.1
275.7583,20.5061,-2.6
275.775,20.5061,-2.9
275.7917,20.5061,-2.9
275.8083,20.5061,-2.9
275.825,20.5061,-3.2
275.8416,20.5061,-3.8
275.8583,20.5061,-4.9
275.875,20.5061,-6.8
275.8917,20.5061,-9.3
275.9083,20.5061,-12.0
275.925,20.5061,-14.3
275.9417,20.5061,-16.3
275.9583,20.5061,-18.1
275.975,20.5061,-19.4
275.9916,20.5061,-20.3
276.0083,20.5061,-21.0
268.0083,20.4905,27.9
268.025,20.4905,28.4
268.0417,20.4905,29.2
268.0583,20.4905,30.3
268.075,20.4905,31.3
268.0916,20.4905,31.8
268.1083,20.4905,31.9
268.125,20.4905,31.7
268.1417,20.4905,31.5
268.1583,20.4905,31.4
268.175,20.4905,31.5
268.1917,20.4905,31.5
268.2083,20.4905,31.5
268.225,20.4905,31.3
268.2416,20.4905,31.0
268.2583,20.4905,30.4
268.275,20.4905,29.4
268.2917,20.4905,28.1
268.3083,20.4905,26.6
268.325,20.4905,25.4
268.3416,20.4905,25.2
268.3583,20.4905,25.9
268.375,20.4905,27.0
268.3917,20.4905,27.8
268.4083,20.4905,28.1
268.425,20.4905,27.9
268.4417,20.4905,27.3
268.4583,20.4905,26.3
268.475,20.4905,25.3
268.4916,20.4905,24.6
268.5083,20.4905,24.1
268.525,20.4905,23.9
268.5417,20.4905,23.3
268.5583,20.4905,22.4
268.575,20.4905,21.4
268.5916,20.4905,20.6
268.6083,20.4905,20.0
268.625,20.4905,19.2
268.6417,20.4905,18.2
268.6583,20.4905,16.9
268.675,20.4905,15.8
268.6917,20.4905,15.4
268.7083,20.4905,15.3
268.725,20.4905,15.1
268.7416,20.4905,14.9
268.7583,20.4905,15.0
268.775,20.4905,14.9
268.7917,20.4905,14.2
268.8083,20.4905,13.3
268.825,20.4905,12.6
268.8416,20.4905,12.2
268.8583,20.4905,11.7
268.875,20.4905,11.2
268.8917,20.4905,11.0
268.9083,20.4905,11.3
268.925,20.4905,11.7
268.9417,20.4905,11.7
268.9583,20.4905,11.3
268.975,20.4905,11.1
268.9916,20.4905,11.4
269.0083,20.4905,11.9
269.025,20.4905,12.2
269.0417,20.4905,12.6
269.0583,20.4905,13.1
269.075,20.4905,13.6
269.0916,20.4905,13.3
269.1083,20.4905,12.5
269.125,20.4905,11.6
269.1417,20.4905,11.1
269.1583,20.4905,11.4
269.175,20.4905,12.2
269.1917,20.4905,13.1
269.2083,20.4905,13.8
269.225,20.4905,14.1
269.2416,20.4905,14.3
269.2583,20.4905,14.6
269.275,20.4905,15.4
269.2917,20.4905,16.4
269.3083,20.4905,17.4
269.325,20.4905,18.0
269.3416,20.4905,18.4
269.3583,20.4905,18.8
269.375,20.4905,19.7
269.3917,20.4905,21.6
269.4083,20.4905,24.8
269.425,20.4905,28.6
269.4417,20.4905,30.3
269.4583,20.4905,27.3
269.475,20.4905,18.8
269.4916,20.4905,7.9
269.5083,20.4905,0.0
269.525,20.4905,-1.4
269.5417,20.4905,1.6
269.5583,20.4905,5.6
269.575,20.4905,8.8
269.5916,20.4905,10.9
269.6083,20.4905,12.2
269.625,20.4905,13.1
269.6417,20.4905,13.8
269.6583,20.4905,14.4
269.675,20.4905,15.0
269.6917,20.4905,15.5
269.7083,20.4905,15.8
269.725,20.4905,16.0
269.7416,20.4905,16.1
269.7583,20.4905,16.0
269.775,20.4905,15.9
269.7917,20.4905,15.8
269.8083,20.4905,15.6
269.825,20.4905,15.5
269.8416,20.4905,15.5
269.8583,20.4905,15.3
269.875,20.4905,15.2
269.8917,20.4905,15.0
269.9083,20.4905,14.7
269.925,20.4905,14.5
269.9417,20.4905,14.3
269.9583,20.4905,14.1
269.975,20.4905,14.1
269.9916,20.4905,14.1
270.0083,20.4905,14.2
270.025,20.4905,14.1
270.0417,20.4905,14.0
270.0583,20.4905,13.7
270.075,20.4905,13.2
270.0916,20.4905,12.6
270.1083,20.4905,11.8
270.125,20.4905,11.1
270.1417,20.4905,10.3
270.1583,20.4905,9.7
270.175,20.4905,9.0
270.1917,20.4905,8.4
270.2083,20.4905,7.8
270.225,20.4905,6.9
270.2416,20.4905,5.9
270.2583,20.4905,4.7
270.275,20.4905,3.2
270.2917,20.4905,1.7
270.3083,20.4905,0.1
270.325,20.4905,-1.4
270.3416,20.4905,-2.8
270.3583,20.4905,-3.9
270.375,20.4905,-4.9
270.3917,20.4905,-5.7
270.4083,20.4905,-6.4
270.425,20.4905,-7.0
270.4417,20.4905,-7.6
270.4583,20.4905,-8.0
270.475,20.4905,-8.2
270.4916,20.4905,-8.2
270.5083,20.4905,-7.7
270.525,20.4905,-6.9
270.5417,20.4905,-5.7
270.5583,20.4905,-4.2
270.575,20.4905,-2.4
270.5916,20.4905,-0.7
270.6083,20.4905,1.1
270.625,20.4905,2.8
270.6417,20.4905,4.4
270.6583,20.4905,5.7
270.675,20.4905,7.1
270.6917,20.4905,8.4
270.7083,20.4905,9.7
270.725,20.4905,11.0
270.7416,20.4905,12.3
270.7583,20.4905,13.5
270.775,20.4905,14.6
270.7917,20.4905,15.5
270.8083,20.4905,16.2
270.825,20.4905,16.6
270.8416,20.4905,16.8
270.8583,20.4905,16.8
270.875,20.4905,16.7
270.8917,20.4905,16.5
270.9083,20.4905,16.3
270.925,20.4905,16.1
270.9417,20.4905,15.9
270.9583,20.4905,15.8
270.975,20.4905,15.8
270.9916,20.4905,16.0
271.0083,20.4905,16.3
271.025,20.4905,16.9
271.0417,20.4905,17.6
271.0583,20.4905,18.5
271.075,20.4905,19.5
271.0916,20.4905,20.4
271.1083,20.4905,21.1
271.125,20.4905,21.5
271.1417,20.4905,21.6
271.1583,20.4905,21.3
271.175,20.4905,20.9
271.1917,20.4905,20.3
271.2083,20.4905,19.8
271.225,20.4905,19.4
271.2416,20.4905,19.1
271.2583,20.4905,19.0
271.275,20.4905,18.8
271.2917,20.4905,18.6
271.3083,20.4905,18.1
271.325,20.4905,17.2
271.3416,20.4905,16.0
271.3583,20.4905,14.5
271.375,20.4905,12.9
271.3917,20.4905,11.4
271.4083,20.4905,10.2
271.425,20.4905,9.4
271.4417,20.4905,9.1
271.4583,20.4905,9.2
271.475,20.4905,9.6
271.4916,20.4905,10.0
271.5083,20.4905,10.4
271.525,20.4905,10.6
271.5417,20.4905,10.5
271.5583,20.4905,10.3
271.575,20.4905,10.0
271.5916,20.4905,9.9
271.6083,20.4905,10.0
271.625,20.4905,10.4
271.6417,20.4905,11.1
271.6583,20.4905,12.0
271.675,20.4905,13.0
271.6917,20.4905,14.0
271.7083,20.4905,14.8
271.725,20.4905,15.5
271.7416,20.4905,15.9
271.7583,20.4905,16.3
271.775,20.4905,16.7
271.7917,20.4905,17.3
271.8083,20.4905,18.1
271.825,20.4905,19.2
271.8416,20.4905,20.4
271.8583,20.4905,21.6
271.875,20.4905,22.7
271.8917,20.4905,23.5
271.9083,20.4905,24.0
271.925,20.4905,24.3
271.9417,20.4905,24.3
271.9583,20.4905,24.3
271.975,20.4905,24.4
271.9916,20.4905,24.8
272.0083,20.4905,25.4
272.025,20.4905,26.4
272.0417,20.4905,27.5
272.0583,20.4905,28.8
272.075,20.4905,30.0
272.0916,20.4905,31.1
272.1083,20.4905,32.1
272.125,20.4905,32.9
272.1417,20.4905,33.7
272.1583,20.4905,34.6
272.175,20.4905,35.7
272.1917,20.4905,36.9
272.2083,20.4905,38.4
272.225,20.4905,40.1
272.2416,20.4905,41.8
272.2583,20.4905,43.5
272.275,20.4905,45.1
272.2917,20.4905,46.6
272.3083,20.4905,48.0
272.325,20.4905,49.4
272.3416,20.4905,51.0
272.3583,20.4905,52.8
272.375,20.4905,54.7
272.3917,20.4905,56.8
272.4083,20.4905,59.0
272.425,20.4905,61.0
272.4417,20.4905,62.7
272.4583,20.4905,63.9
272.475,20.4905,64.7
272.4916,20.4905,65.0
272.5083,20.4905,64.9
272.525,20.4905,64.8
272.5417,20.4905,64.8
272.5583,20.4905,65.2
272.575,20.4905,66.0
272.5916,20.4905,67.3
272.6083,20.4905,68.9
272.625,20.4905,70.6
272.6417,20.4905,72.2
272.6583,20.4905,73.3
272.675,20.4905,73.7
272.6917,20.4905,73.4
272.7083,20.4905,72.2
272.725,20.4905,70.4
272.7416,20.4905,67.9
272.7583,20.4905,64.8
272.775,20.4905,61.1
272.7917,20.4905,56.9
272.8083,20.4905,52.8
272.825,20.4905,49.1
272.8416,20.4905,44.7
272.8583,20.4905,39.1
272.875,20.4905,33.4
272.8917,20.4905,30.1
272.9083,20.4905,30.1
272.925,20.4905,32.7
272.9417,20.4905,35.3
272.9583,20.4905,36.1
272.975,20.4905,36.1
272.9916,20.4905,37.2
273.0083,20.4905,40.8
273.025,20.4905,46.7
273.0417,20.4905,54.4
273.0583,20.4905,62.6
273.075,20.4905,70.3
273.0916,20.4905,76.3
273.1083,20.4905,80.4
273.125,20.4905,82.4
273.1417,20.4905,82.7
273.1583,20.4905,81.8
273.175,20.4905,80.0
273.1917,20.4905,77.7
273.2083,20.4905,74.2
273.225,20.4905,67.7
273.2416,20.4905,55.6
273.2583,20.4905,38.6
273.275,20.4905,22.2
273.2917,20.4905,11.1
273.3083,20.4905,5.9
273.325,20.4905,4.1
273.3416,20.4905,2.4
273.3583,20.4905,-1.2
273.375,20.4905,-7.0
273.3917,20.4905,-14.6
273.4083,20.4905,-23.3
273.425,20.4905,-32.3
273.4417,20.4905,-40.8
273.4583,20.4905,-47.9
273.475,20.4905,-53.0
273.4916,20.4905,-56.0
273.5083,20.4905,-57.3
273.525,20.4905,-57.4
273.5417,20.4905,-56.5
273.5583,20.4905,-54.7
273.575,20.4905,-52.3
273.5916,20.4905,-49.7
273.6083,20.4905,-47.7
273.625,20.4905,-46.1
273.6417,20.4905,-44.7
273.6583,20.4905,-42.7
273.675,20.4905,-40.0
273.6917,20.4905,-36.3
273.7083,20.4905,-30.5
273.725,20.4905,-21.7
273.7416,20.4905,-9.7
273.7583,20.4905,4.7
273.775,20.4905,20.2
273.7917,20.4905,34.3
273.8083,20.4905,43.5
273.825,20.4905,44.6
273.8416,20.4905,37.4
273.8583,20.4905,23.9
273.875,20.4905,7.0
273.8917,20.4905,-9.7
273.9083,20.4905,-23.7
273.925,20.4905,-33.2
273.9417,20.4905,-39.1
273.9583,20.4905,-42.2
273.975,20.4905,-43.2
273.9916,20.4905,-42.5
274.0083,20.4905,-41.9
274.025,20.4905,-42.9
274.0417,20.4905,-45.4
274.0583,20.4905,-48.2
274.075,20.4905,-51.4
274.0916,20.4905,-54.7
274.1083,20.4905,-58.0
274.125,20.4905,-60.9
274.1417,20.4905,-63.0
274.1583,20.4905,-63.8
274.175,20.4905,-63.4
274.1917,20.4905,-61.6
274.2083,20.4905,-58.9
274.225,20.4905,-55.5
274.2416,20.4905,-51.6
274.2583,20.4905,-47.4
274.275,20.4905,-42.8
274.2917,20.4905,-38.2
274.3083,20.4905,-33.7
274.325,20.4905,-29.8
274.3416,20.4905,-26.4
274.3583,20.4905,-23.5
274.375,20.4905,-21.0
274.3917,20.4905,-18.8
274.4083,20.4905,-16.8
274.425,20.4905,-14.9
274.4417,20.4905,-13.0
274.4583,20.4905,-11.2
274.475,20.4905,-9.5
274.4916,20.4905,-7.8
274.5083,20.4905,-6.4
274.525,20.4905,-5.2
274.5417,20.4905,-3.8
274.5583,20.4905,-2.3
274.575,20.4905,-0.9
274.5916,20.4905,0.1
274.6083,20.4905,0.8
274.625,20.4905,1.3
274.6417,20.4905,1.4
274.6583,20.4905,0.9
274.675,20.4905,0.6
274.6917,20.4905,1.1
274.7083,20.4905,2.0
274.725,20.4905,2.6
274.7416,20.4905,2.9
274.7583,20.4905,3.6
274.775,20.4905,4.6
274.7917,20.4905,5.8
274.8083,20.4905,6.8
274.825,20.4905,7.5
274.8416,20.4905,8.1
274.8583,20.4905,9.0
274.875,20.4905,10.2
274.8917,20.4905,11.3
274.9083,20.4905,12.2
274.925,20.4905,12.6
274.9417,20.4905,13.0
274.9583,20.4905,13.6
274.975,20.4905,14.2
274.9916,20.4905,14.7
275.0083,20.4905,15.1
275.025,20.4905,15.9
275.0417,20.4905,16.8
275.0583,20.4905,17.8
275.075,20.4905,18.8
275.0916,20.4905,19.7
275.1083,20.4905,20.5
275.125,20.4905,21.0
275.1417,20.4905,21.6
275.1583,20.4905,22.3
275.175,20.4905,22.8
275.1917,20.4905,22.7
275.2083,20.4905,22.6
275.225,20.4905,22.9
275.2416,20.4905,23.3
275.2583,20.4905,23.4
275.275,20.4905,23.5
275.2917,20.4905,23.7
275.3083,20.4905,23.5
275.325,20.4905,22.3
275.3416,20.4905,20.9
275.3583,20.4905,20.5
275.375,20.4905,20.8
275.3917,20.4905,21.1
275.4083,20.4905,21.1
275.425,20.4905,20.6
275.4417,20.4905,19.7
275.4583,20.4905,18.5
275.475,20.4905,17.5
275.4916,20.4905,16.8
275.5083,20.4905,16.6
275.525,20.4905,16.3
275.5417,20.4905,15.2
275.5583,20.4905,13.2
275.575,20.4905,10.9
275.5916,20.4905,9.5
275.6083,20.4905,8.4
275.625,20.4905,7.3
275.6417,20.4905,6.0
275.6583,20.4905,4.9
275.675,20.4905,3.5
275.6917,20.4905,1.7
275.7083,20.4905,-0.2
275.725,20.4905,-1.5
275.7416,20.4905,-2.3
275.7583,20.4905,-2.9
275.775,20.4905,-3.3
275.7917,20.4905,-3.4
275.8083,20.4905,-3.5
275.825,20.4905,-3.8
275.8416,20.4905,-4.5
275.8583,20.4905,-5.6
275.875,20.4905,-7.5
275.8917,20.4905,-10.0
275.9083,20.4905,-12.7
275.925,20.4905,-14.9
275.9417,20.4905,-16.7
275.9583,20.4905,-18.4
275.975,20.4905,-19.8
275.9916,20.4905,-20.6
276.0083,20.4905,-21.4
268.0083,20.4749,27.3
268.025,20.4749,27.6
268.0417,20.4749,28.2
268.0583,20.4749,29.2
268.075,20.4749,30.2
268.0916,20.4749,31.0
268.1083,20.4749,31.2
268.125,20.4749,30.9
268.1417,20.4749,30.6
268.1583,20.4749,30.6
268.175,20.4749,30.7
268.1917,20.4749,31.0
268.2083,20.4749,31.2
268.225,20.4749,31.2
268.2416,20.4749,30.8
268.2583,20.4749,30.1
268.275,20.4749,29.0
268.2917,20.4749,27.6
268.3083,20.4749,26.1
268.325,20.4749,24.9
268.3416,20.4749,24.6
268.3583,20.4749,25.4
268.375,20.4749,26.6
268.3917,20.4749,27.5
268.4083,20.4749,27.9
268.425,20.4749,27.8
268.4417,20.4749,27.2
268.4583,20.4749,26.3
268.475,20.4749,25.3
268.4916,20.4749,24.8
268.5083,20.4749,24.5
268.525,20.4749,24.3
268.5417,20.4749,23.8
268.5583,20.4749,22.9
268.575,20.4749,21.9
268.5916,20.4749,21.0
268.6083,20.4749,20.2
268.625,20.4749,19.4
268.6417,20.4749,18.4
268.6583,20.4749,17.2
268.675,20.4749,16.3
268.6917,20.4749,15.7
268.7083,20.4749,15.5
268.725,20.4749,15.4
268.7416,20.4749,15.4
268.7583,20.4749,15.5
268.775,20.4749,15.4
268.7917,20.4749,14.6
268.8083,20.4749,13.7
268.825,20.4749,12.9
268.8416,20.4749,12.3
268.8583,20.4749,11.8
268.875,20.4749,11.2
268.8917,20.4749,10.9
268.9083,20.4749,11.1
268.925,20.4749,11.7
268.9417,20.4749,12.1
268.9583,20.4749,12.0
268.975,20.4749,11.9
268.9916,20.4749,12.6
269.0083,20.4749,13.2
269.025,20.4749,13.3
269.0417,20.4749,13.2
269.0583,20.4749,13.4
269.075,20.4749,13.7
269.0916,20.4749,13.5
269.1083,20.4749,12.7
269.125,20.4749,11.6
269.1417,20.4749,10.8
269.1583,20.4749,10.8
269.175,20.4749,11.4
269.1917,20.4749,12.2
269.2083,20.4749,12.9
269.225,20.4749,13.1
269.2416,20.4749,13.3
269.2583,20.4749,13.7
269.275,20.4749,14.5
269.2917,20.4749,15.6
269.3083,20.4749,16.7
269.325,20.4749,17.4
269.3416,20.4749,17.9
269.3583,20.4749,18.2
269.375,20.4749,18.9
269.3917,20.4749,20.7
269.4083,20.4749,23.9
269.425,20.4749,27.7
269.4417,20.4749,29.0
269.4583,20.4749,24.9
269.475,20.4749,16.2
269.4916,20.4749,6.3
269.5083,20.4749,0.0
269.525,20.4749,-0.5
269.5417,20.4749,2.7
269.5583,20.4749,6.5
269.575,20.4749,9.5
269.5916,20.4749,11.6
269.6083,20.4749,12.8
269.625,20.4749,13.7
269.6417,20.4749,14.3
269.6583,20.4749,15.0
269.675,20.4749,15.5
269.6917,20.4749,16.0
269.7083,20.4749,16.4
269.725,20.4749,16.7
269.7416,20.4749,16.7
269.7583,20.4749,16.7
269.775,20.4749,16.7
269.7917,20.4749,16.5
269.8083,20.4749,16.4
269.825,20.4749,16.3
269.8416,20.4749,16.2
269.8583,20.4749,16.0
269.875,20.4749,15.8
269.8917,20.4749,15.5
269.9083,20.4749,15.2
269.925,20.4749,14.8
269.9417,20.4749,14.5
269.9583,20.4749,14.3
269.975,20.4749,14.2
269.9916,20.4749,14.1
270.0083,20.4749,14.0
270.025,20.4749,13.9
270.0417,20.4749,13.7
270.0583,20.4749,13.3
270.075,20.4749,12.9
270.0916,20.4749,12.3
270.1083,20.4749,11.6
270.125,20.4749,11.0
270.1417,20.4749,10.3
270.1583,20.4749,9.8
270.175,20.4749,9.3
270.1917,20.4749,8.8
270.2083,20.4749,8.2
270.225,20.4749,7.4
270.2416,20.4749,6.4
270.2583,20.4749,5.2
270.275,20.4749,3.8
270.2917,20.4749,2.3
270.3083,20.4749,0.8
270.325,20.4749,-0.7
270.3416,20.4749,-2.0
270.3583,20.4749,-3.2
270.375,20.4749,-4.2
270.3917,20.4749,-5.1
270.4083,20.4749,-5.9
270.425,20.4749,-6.7
270.4417,20.4749,-7.4
270.4583,20.4749,-8.1
270.475,20.4749,-8.5
270.4916,20.4749,-8.5
270.5083,20.4749,-8.2
270.525,20.4749,-7.4
270.5417,20.4749,-6.2
270.5583,20.4749,-4.7
270.575,20.4749,-2.9
270.5916,20.4749,-1.0
270.6083,20.4749,0.8
270.625,20.4749,2.5
270.6417,20.4749,4.0
270.6583,20.4749,5.4
270.675,20.4749,6.6
270.6917,20.4749,7.8
270.7083,20.4749,9.1
270.725,20.4749,10.3
270.7416,20.4749,11.6
270.7583,20.4749,12.9
270.775,20.4749,14.0
270.7917,20.4749,15.0
270.8083,20.4749,15.8
270.825,20.4749,16.3
270.8416,20.4749,16.6
270.8583,20.4749,16.7
270.875,20.4749,16.7
270.8917,20.4749,16.6
270.9083,20.4749,16.5
270.925,20.4749,16.4
270.9417,20.4749,16.3
270.9583,20.4749,16.2
270.975,20.4749,16.3
270.9916,20.4749,16.5
271.0083,20.4749,16.8
271.025,20.4749,17.2
271.0417,20.4749,17.9
271.0583,20.4749,18.6
271.075,20.4749,19.4
271.0916,20.4749,20.0
271.1083,20.4749,20.6
271.125,20.4749,20.9
271.1417,20.4749,20.8
271.1583,20.4749,20.6
271.175,20.4749,20.1
271.1917,20.4749,19.5
271.2083,20.4749,19.0
271.225,20.4749,18.5
271.2416,20.4749,18.2
271.2583,20.4749,17.9
271.275,20.4749,17.6
271.2917,20.4749,17.3
271.3083,20.4749,16.7
271.325,20.4749,15.7
271.3416,20.4749,14.5
271.3583,20.4749,13.1
271.375,20.4749,11.6
271.3917,20.4749,10.3
271.4083,20.4749,9.2
271.425,20.4749,8.6
271.4417,20.4749,8.4
271.4583,20.4749,8.6
271.475,20.4749,9.1
271.4916,20.4749,9.6
271.5083,20.4749,10.0
271.525,20.4749,10.2
271.5417,20.4749,10.2
271.5583,20.4749,10.0
271.575,20.4749,9.7
271.5916,20.4749,9.6
271.6083,20.4749,9.7
271.625,20.4749,10.1
271.6417,20.4749,10.8
271.6583,20.4749,11.8
271.675,20.4749,12.8
271.6917,20.4749,13.8
271.7083,20.4749,14.7
271.725,20.4749,15.4
271.7416,20.4749,15.9
271.7583,20.4749,16.3
271.775,20.4749,16.8
271.7917,20.4749,17.5
271.8083,20.4749,18.4
271.825,20.4749,19.4
271.8416,20.4749,20.6
271.8583,20.4749,21.7
271.875,20.4749,22.8
271.8917,20.4749,23.5
271.9083,20.4749,24.0
271.925,20.4749,24.2
271.9417,20.4749,24.3
271.9583,20.4749,24.3
271.975,20.4749,24.5
271.9916,20.4749,24.9
272.0083,20.4749,25.6
272.025,20.4749,26.6
272.0417,20.4749,27.9
272.0583,20.4749,29.2
272.075,20.4749,30.5
272.0916,20.4749,31.7
272.1083,20.4749,32.7
272.125,20.4749,33.6
272.1417,20.4749,34.4
272.1583,20.4749,35.3
272.175,20.4749,36.4
272.1917,20.4749,37.6
272.2083,20.4749,39.1
272.225,20.4749,40.7
272.2416,20.4749,42.3
272.2583,20.4749,44.0
272.275,20.4749,45.6
272.2917,20.4749,47.1
272.3083,20.4749,48.6
272.325,20.4749,50.1
272.3416,20.4749,51.7
272.3583,20.4749,53.5
272.375,20.4749,55.5
272.3917,20.4749,57.7
272.4083,20.4749,59.9
272.425,20.4749,61.8
272.4417,20.4749,63.5
272.4583,20.4749,64.7
272.475,20.4749,65.3
272.4916,20.4749,65.5
272.5083,20.4749,65.2
272.525,20.4749,64.9
272.5417,20.4749,64.7
272.5583,20.4749,64.8
272.575,20.4749,65.3
272.5916,20.4749,66.4
272.6083,20.4749,67.8
272.625,20.4749,69.4
272.6417,20.4749,70.8
272.6583,20.4749,71.8
272.675,20.4749,72.2
272.6917,20.4749,71.8
272.7083,20.4749,70.5
272.725,20.4749,68.4
272.7416,20.4749,65.4
272.7583,20.4749,61.7
272.775,20.4749,57.3
272.7917,20.4749,52.8
272.8083,20.4749,48.8
272.825,20.4749,45.8
272.8416,20.4749,42.4
272.8583,20.4749,37.4
272.875,20.4749,32.1
272.8917,20.4749,28.9
272.9083,20.4749,29.0
272.925,20.4749,31.8
272.9417,20.4749,34.4
272.9583,20.4749,35.2
272.975,20.4749,35.5
272.9916,20.4749,37.5
273.0083,20.4749,42.5
273.025,20.4749,49.9
273.0417,20.4749,59.0
273.0583,20.4749,68.3
273.075,20.4749,76.7
273.0916,20.4749,83.3
273.1083,20.4749,87.4
273.125,20.4749,89.3
273.1417,20.4749,88.8
273.1583,20.4749,86.6
273.175,20.4749,82.9
273.1917,20.4749,77.9
273.2083,20.4749,70.8
273.225,20.4749,60.0
273.2416,20.4749,45.0
273.2583,20.4749,27.6
273.275,20.4749,12.8
273.2917,20.4749,4.2
273.3083,20.4749,0.7
273.325,20.4749,-1.1
273.3416,20.4749,-3.8
273.3583,20.4749,-8.3
273.375,20.4749,-14.7
273.3917,20.4749,-22.3
273.4083,20.4749,-30.7
273.425,20.4749,-39.0
273.4417,20.4749,-46.4
273.4583,20.4749,-52.1
273.475,20.4749,-55.9
273.4916,20.4749,-57.8
273.5083,20.4749,-58.1
273.525,20.4749,-57.5
273.5417,20.4749,-55.9
273.5583,20.4749,-53.7
273.575,20.4749,-51.0
273.5916,20.4749,-48.3
273.6083,20.4749,-46.2
273.625,20.4749,-44.7
273.6417,20.4749,-43.5
273.6583,20.4749,-41.7
273.675,20.4749,-39.0
273.6917,20.4749,-34.6
273.7083,20.4749,-27.7
273.725,20.4749,-17.4
273.7416,20.4749,-3.8
273.7583,20.4749,11.8
273.775,20.4749,27.2
273.7917,20.4749,39.5
